basvuru_id,kanal,urun_tipi,il,ay,yas,aylik_gelir_tl,talep_tutar_tl,kredi_skoru,basvuru,degerlendirme,onay,kullanim,son_asama,red_nedeni,degerlendirme_sure_gun,onay_sure_gun,toplam_sure_gun
BAS00854,Mobil,İşletme Kredisi,Adana,2024-11,58,30800,547504,558,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,1.6,,1.9
BAS00855,Mobil,Konut Kredisi,İzmir,2024-01,52,17275,1719403,512,1,1,1,0,Onaylandı,,1.5,0.9,2.7
BAS00856,Şube,İşletme Kredisi,Ankara,2024-09,40,47924,455286,528,1,1,0,0,Değerlendirme,Teminat Yetersiz,1.2,,1.6
BAS00857,Mobil,İhtiyaç Kredisi,Gaziantep,2024-02,42,38902,201567,429,1,0,0,0,Başvuru,,,,0.2
BAS00858,İnternet,Taşıt Kredisi,Bursa,2024-09,53,24714,404296,597,1,1,1,1,Kullanım,,1.8,0.5,2.7
BAS00859,Çağrı Merkezi,Taşıt Kredisi,Antalya,2024-07,29,16566,368797,470,1,0,0,0,Başvuru,,,,0.5
BAS00860,Şube,İhtiyaç Kredisi,Konya,2024-02,44,28233,215521,555,1,1,1,1,Kullanım,,1.4,0.6,2.4
BAS00861,Mobil,Taşıt Kredisi,Gaziantep,2024-12,40,22838,430063,402,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.5,,2.0
BAS00862,İnternet,Konut Kredisi,Ankara,2024-09,35,35943,1715443,550,1,1,1,1,Kullanım,,2.2,1.3,3.9
BAS00863,Mobil,İhtiyaç Kredisi,Gaziantep,2024-10,40,33618,17114,730,1,1,0,0,Değerlendirme,Eksik Belge,1.0,,1.4
BAS00864,İnternet,İhtiyaç Kredisi,İstanbul,2024-01,33,25570,70529,512,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,2.3,,2.6
BAS00865,Şube,Taşıt Kredisi,Antalya,2024-12,26,10118,495875,376,1,1,0,0,Değerlendirme,Eksik Belge,1.1,,1.5
BAS00866,Mobil,Konut Kredisi,Adana,2024-11,49,45399,1787458,638,1,1,1,1,Kullanım,,2.2,1.0,3.4
BAS00867,Şube,Taşıt Kredisi,İstanbul,2024-04,35,23426,505437,447,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,0.3,,0.4
BAS00868,Mobil,Konut Kredisi,Adana,2024-08,62,32277,1776068,598,1,1,1,1,Kullanım,,1.2,0.7,2.0
BAS00869,Çağrı Merkezi,Konut Kredisi,İzmir,2024-09,50,12171,1692987,526,1,0,0,0,Başvuru,,,,0.1
BAS00870,Mobil,İhtiyaç Kredisi,Bursa,2024-12,42,21829,122995,588,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.5,,1.6
BAS00871,Şube,İşletme Kredisi,İzmir,2024-05,62,18778,384854,605,1,1,1,1,Kullanım,,0.8,0.4,1.5
BAS00872,Mobil,Konut Kredisi,Konya,2024-05,48,22369,1702392,678,1,1,1,0,Onaylandı,,2.5,0.8,3.6
BAS00873,Şube,Konut Kredisi,Konya,2024-10,47,31174,1777836,498,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.7,,2.1
BAS00874,Şube,Konut Kredisi,Adana,2024-03,27,28900,1749563,300,1,1,0,0,Değerlendirme,Eksik Belge,0.9,,1.0
BAS00875,Çağrı Merkezi,Taşıt Kredisi,Gaziantep,2024-01,56,46384,471139,644,1,1,1,0,Onaylandı,,1.5,1.6,3.3
BAS00876,Mobil,İhtiyaç Kredisi,Antalya,2024-02,35,27446,156082,490,1,1,0,0,Değerlendirme,Eksik Belge,2.0,,2.4
BAS00877,Şube,Taşıt Kredisi,Ankara,2024-06,45,10827,224823,456,1,1,1,0,Onaylandı,,0.3,0.4,0.9
BAS00878,Şube,Konut Kredisi,Gaziantep,2024-06,29,19701,1861958,448,1,1,0,0,Değerlendirme,Eksik Belge,1.7,,1.8
BAS00879,Mobil,Taşıt Kredisi,Konya,2024-01,20,37152,559499,608,1,1,1,0,Onaylandı,,1.2,0.8,2.2
BAS00880,Şube,İhtiyaç Kredisi,Adana,2024-08,20,9343,30908,477,1,1,1,1,Kullanım,,1.3,-0.2,1.4
BAS00881,Şube,İhtiyaç Kredisi,Adana,2024-10,22,55756,89308,529,1,0,0,0,Başvuru,,,,0.3
BAS00882,İnternet,İşletme Kredisi,Antalya,2024-08,48,35832,434978,656,1,1,1,1,Kullanım,,2.2,0.7,3.2
BAS00883,Mobil,İhtiyaç Kredisi,Antalya,2024-04,51,27424,93317,757,1,1,0,0,Değerlendirme,Eksik Belge,1.9,,2.0
BAS00884,Şube,İhtiyaç Kredisi,Adana,2024-09,24,31798,145421,589,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.7,,2.1
BAS00885,Mobil,İhtiyaç Kredisi,Bursa,2024-10,55,42620,195104,669,1,1,1,1,Kullanım,,1.8,0.9,3.1
BAS00886,Mobil,İhtiyaç Kredisi,Gaziantep,2024-01,59,25367,142625,757,1,1,1,0,Onaylandı,,2.2,0.8,3.2
BAS00887,Mobil,Konut Kredisi,İzmir,2024-03,37,27836,1758877,559,1,0,0,0,Başvuru,,,,0.1
BAS00888,Şube,Konut Kredisi,Konya,2024-07,32,36847,1777219,581,1,1,1,1,Kullanım,,1.1,0.6,2.1
BAS00889,Mobil,İşletme Kredisi,Gaziantep,2024-01,32,20086,448348,601,1,0,0,0,Başvuru,,,,0.4
BAS00890,Mobil,İhtiyaç Kredisi,Konya,2024-02,22,41065,225923,563,1,0,0,0,Başvuru,,,,0.3
BAS00891,Çağrı Merkezi,İşletme Kredisi,Adana,2024-08,24,10683,457871,334,1,1,1,1,Kullanım,,1.8,1.1,3.3
BAS00892,Mobil,Konut Kredisi,Adana,2024-01,51,32067,1688035,643,1,1,1,1,Kullanım,,3.1,0.7,4.2
BAS00893,Mobil,Taşıt Kredisi,Bursa,2024-07,34,15633,371937,516,1,1,0,0,Değerlendirme,Eksik Belge,1.2,,1.4
BAS00894,Mobil,İhtiyaç Kredisi,İstanbul,2024-08,45,33777,122168,666,1,1,1,1,Kullanım,,2.5,0.9,3.5
BAS00895,Mobil,İhtiyaç Kredisi,Konya,2024-10,49,29049,119946,705,1,1,1,1,Kullanım,,1.7,0.6,2.5
BAS00896,Mobil,Konut Kredisi,İstanbul,2024-11,34,24461,1780786,510,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,2.6,,2.9
BAS00897,Şube,İşletme Kredisi,Adana,2024-06,47,33560,375106,614,1,1,1,1,Kullanım,,1.7,0.7,2.7
BAS00898,Şube,İşletme Kredisi,Adana,2024-09,48,30348,388261,659,1,1,0,0,Değerlendirme,Yaş Sınırı,1.7,,1.9
BAS00899,Mobil,İhtiyaç Kredisi,Ankara,2024-07,57,27024,153216,659,1,0,0,0,Başvuru,,,,0.2
BAS00900,Mobil,İhtiyaç Kredisi,İzmir,2024-09,55,37238,183001,767,1,0,0,0,Başvuru,,,,0.3
BAS00901,Mobil,İşletme Kredisi,Adana,2024-02,56,15418,517211,810,1,1,1,1,Kullanım,,2.3,0.8,3.3
BAS00902,Mobil,İşletme Kredisi,Konya,2024-07,28,30661,332823,497,1,1,1,1,Kullanım,,1.0,0.6,1.9
BAS00903,Şube,Taşıt Kredisi,Adana,2024-04,38,50908,444297,610,1,1,1,1,Kullanım,,0.9,-0.5,0.8
BAS00904,Mobil,İhtiyaç Kredisi,Gaziantep,2024-08,22,8150,198849,389,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.7,,1.9
BAS00905,Çağrı Merkezi,İhtiyaç Kredisi,Adana,2024-11,29,8000,61385,461,1,1,0,0,Değerlendirme,Teminat Yetersiz,2.8,,3.1
BAS00906,Şube,Taşıt Kredisi,Antalya,2024-03,21,26509,295173,568,1,1,1,1,Kullanım,,1.6,0.7,2.6
BAS00907,Mobil,Konut Kredisi,İzmir,2024-01,30,22359,1790974,423,1,0,0,0,Başvuru,,,,0.4
BAS00908,Çağrı Merkezi,Konut Kredisi,Adana,2024-09,42,8995,1776024,472,1,0,0,0,Başvuru,,,,0.5
BAS00909,Mobil,Konut Kredisi,Adana,2024-01,23,26474,1808433,300,1,0,0,0,Başvuru,,,,0.2
BAS00910,Mobil,Taşıt Kredisi,Konya,2024-01,54,62609,450161,489,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,1.6,,2.0
BAS00911,Mobil,İhtiyaç Kredisi,Bursa,2024-10,37,19071,54441,648,1,1,0,0,Değerlendirme,Yaş Sınırı,1.8,,2.0
BAS00912,Şube,Konut Kredisi,Antalya,2024-08,57,25271,1850954,717,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,0.4,,0.6
BAS00913,Mobil,İşletme Kredisi,Adana,2024-08,34,40706,305403,534,1,1,1,1,Kullanım,,2.7,0.8,3.9
BAS00914,İnternet,Konut Kredisi,İstanbul,2024-08,61,26384,1777072,702,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.9,,2.2
BAS00915,Mobil,İşletme Kredisi,Gaziantep,2024-11,35,25455,443832,328,1,0,0,0,Başvuru,,,,0.4
BAS00916,İnternet,Konut Kredisi,Bursa,2024-12,25,21890,1839490,405,1,1,1,1,Kullanım,,2.3,1.6,4.1
BAS00917,Çağrı Merkezi,İşletme Kredisi,Gaziantep,2024-11,49,26988,426171,592,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,2.0,,2.2
BAS00918,Mobil,İhtiyaç Kredisi,Antalya,2024-11,22,9012,10000,378,1,1,0,0,Değerlendirme,Teminat Yetersiz,2.0,,2.3
BAS00919,Şube,İhtiyaç Kredisi,Adana,2024-04,22,33342,229200,453,1,1,1,1,Kullanım,,1.3,0.5,2.2
BAS00920,Şube,Taşıt Kredisi,Ankara,2024-03,62,37290,446011,707,1,1,1,1,Kullanım,,0.9,0.2,1.5
BAS00921,Şube,İhtiyaç Kredisi,Gaziantep,2024-03,36,45605,106577,447,1,1,1,1,Kullanım,,2.0,0.7,3.1
BAS00922,Mobil,Konut Kredisi,Ankara,2024-01,37,8000,1821198,444,1,1,0,0,Değerlendirme,Eksik Belge,1.9,,2.2
BAS00923,İnternet,Konut Kredisi,Gaziantep,2024-04,41,25295,1852825,545,1,1,1,1,Kullanım,,2.9,1.0,4.4
BAS00924,Şube,İhtiyaç Kredisi,İzmir,2024-12,27,29685,253867,450,1,1,1,1,Kullanım,,1.9,0.9,3.1
BAS00925,Mobil,Konut Kredisi,Ankara,2024-03,20,25628,1812872,446,1,0,0,0,Başvuru,,,,0.2
BAS00926,Mobil,İhtiyaç Kredisi,Adana,2024-09,31,21090,10000,347,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,2.5,,2.9
BAS00927,Şube,İşletme Kredisi,Antalya,2024-04,41,31986,483235,590,1,0,0,0,Başvuru,,,,0.3
BAS00928,Şube,Konut Kredisi,Gaziantep,2024-12,38,26628,2035079,456,1,1,1,1,Kullanım,,1.0,0.4,1.8
BAS00929,Mobil,Taşıt Kredisi,Adana,2024-06,47,34343,372858,561,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.8,,2.0
BAS00930,Mobil,Konut Kredisi,İstanbul,2024-07,59,24365,1802443,499,1,0,0,0,Başvuru,,,,0.2
BAS00931,Mobil,İşletme Kredisi,Antalya,2024-09,39,36440,456432,506,1,0,0,0,Başvuru,,,,0.3
BAS00932,Mobil,Taşıt Kredisi,Gaziantep,2024-11,60,18380,351611,637,1,1,1,1,Kullanım,,2.1,1.3,3.5
BAS00933,Çağrı Merkezi,Taşıt Kredisi,İzmir,2024-02,59,12699,320953,720,1,0,0,0,Başvuru,,,,0.4
BAS00934,Mobil,İşletme Kredisi,Konya,2024-07,26,16107,513057,510,1,1,1,1,Kullanım,,1.7,1.0,3.1
BAS00935,Çağrı Merkezi,İhtiyaç Kredisi,Adana,2024-12,58,44764,138750,677,1,0,0,0,Başvuru,,,,0.3
BAS00936,Şube,İhtiyaç Kredisi,Ankara,2024-04,62,30090,233436,634,1,1,0,0,Değerlendirme,Yaş Sınırı,0.7,,1.1
BAS00937,İnternet,İhtiyaç Kredisi,Ankara,2024-06,57,29128,182672,731,1,1,1,0,Onaylandı,,2.2,1.0,3.4
BAS00938,Çağrı Merkezi,İşletme Kredisi,Adana,2024-06,53,27958,422012,616,1,0,0,0,Başvuru,,,,0.2
BAS00939,Mobil,İhtiyaç Kredisi,Bursa,2024-04,53,11320,148907,627,1,0,0,0,Başvuru,,,,0.2
BAS00940,Şube,Konut Kredisi,Adana,2024-12,44,38695,1749259,540,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,1.5,,1.8
BAS00941,Şube,Taşıt Kredisi,Gaziantep,2024-08,27,23648,382943,478,1,1,1,1,Kullanım,,1.2,0.5,1.8
BAS00942,Mobil,Konut Kredisi,Adana,2024-05,26,23772,1825245,500,1,1,1,1,Kullanım,,1.0,0.9,2.0
BAS00943,İnternet,Konut Kredisi,Antalya,2024-05,46,24795,1695341,573,1,0,0,0,Başvuru,,,,0.2
BAS00944,Çağrı Merkezi,İhtiyaç Kredisi,Konya,2024-06,50,13090,152157,416,1,1,1,1,Kullanım,,2.5,1.4,4.1
BAS00945,Mobil,Konut Kredisi,Konya,2024-11,45,11545,1766313,630,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.1,,1.4
BAS00946,Mobil,İhtiyaç Kredisi,Ankara,2024-02,21,8000,32441,410,1,0,0,0,Başvuru,,,,0.2
BAS00947,Şube,İhtiyaç Kredisi,Ankara,2024-01,33,39480,213298,445,1,1,1,1,Kullanım,,1.0,0.4,1.6
BAS00948,İnternet,Taşıt Kredisi,Adana,2024-11,50,12398,324479,605,1,1,1,1,Kullanım,,1.8,0.6,2.6
BAS00949,İnternet,İhtiyaç Kredisi,Bursa,2024-05,60,22675,152478,481,1,1,1,1,Kullanım,,1.6,1.4,3.2
BAS00950,Mobil,İhtiyaç Kredisi,Bursa,2024-06,21,30335,186133,439,1,1,0,0,Değerlendirme,Eksik Belge,2.3,,2.7
BAS00951,İnternet,Konut Kredisi,Adana,2024-02,30,8000,1912471,337,1,1,1,0,Onaylandı,,1.9,0.7,2.9
BAS00952,Mobil,İşletme Kredisi,Gaziantep,2024-04,61,11664,366566,496,1,0,0,0,Başvuru,,,,0.3
BAS00953,Çağrı Merkezi,Konut Kredisi,Gaziantep,2024-05,55,34475,1728865,732,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,2.3,,2.4
BAS00954,Çağrı Merkezi,Taşıt Kredisi,Gaziantep,2024-12,41,26912,367157,404,1,0,0,0,Başvuru,,,,0.4
BAS00955,Şube,Konut Kredisi,Adana,2024-10,42,30700,1894469,487,1,1,1,1,Kullanım,,1.9,0.7,3.0
BAS00956,Mobil,İşletme Kredisi,Adana,2024-07,42,26508,337739,657,1,1,1,1,Kullanım,,2.4,0.9,3.4
BAS00957,Mobil,Konut Kredisi,Bursa,2024-10,33,18783,1860415,573,1,1,0,0,Değerlendirme,Teminat Yetersiz,0.4,,0.9
BAS00958,Mobil,İhtiyaç Kredisi,İstanbul,2024-08,42,34650,183080,610,1,1,1,1,Kullanım,,1.2,0.9,2.4
BAS00959,İnternet,İhtiyaç Kredisi,Konya,2024-11,36,20307,84391,497,1,0,0,0,Başvuru,,,,0.2
BAS00960,Mobil,İhtiyaç Kredisi,İstanbul,2024-09,39,22523,79966,569,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,1.5,,2.0
BAS00961,Çağrı Merkezi,Taşıt Kredisi,Konya,2024-06,59,18016,344565,633,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,3.2,,3.4
BAS00962,Şube,İhtiyaç Kredisi,Gaziantep,2024-03,30,42532,101348,566,1,1,1,1,Kullanım,,1.8,0.5,2.7
BAS00963,İnternet,İhtiyaç Kredisi,Bursa,2024-07,57,34001,52179,588,1,0,0,0,Başvuru,,,,0.5
BAS00964,Şube,Konut Kredisi,Ankara,2024-05,41,35594,1813892,624,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.5,,1.9
BAS00965,Şube,İhtiyaç Kredisi,Adana,2024-02,62,36030,168691,649,1,0,0,0,Başvuru,,,,0.1
BAS00966,Mobil,İşletme Kredisi,İstanbul,2024-08,24,29095,380470,391,1,1,1,1,Kullanım,,1.5,1.0,2.7
BAS00967,Çağrı Merkezi,Taşıt Kredisi,Gaziantep,2024-07,59,45042,429125,785,1,1,0,0,Değerlendirme,Yaş Sınırı,2.4,,2.6
BAS00968,Şube,İşletme Kredisi,Adana,2024-09,46,8000,319146,500,1,1,1,1,Kullanım,,1.2,0.5,1.9
BAS00969,Şube,İhtiyaç Kredisi,Adana,2024-06,39,35637,11991,561,1,1,1,1,Kullanım,,0.6,0.7,1.5
BAS00970,Mobil,İhtiyaç Kredisi,Bursa,2024-08,36,8000,31594,582,1,0,0,0,Başvuru,,,,0.1
BAS00971,Mobil,Konut Kredisi,İzmir,2024-12,42,52685,1881507,549,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,0.9,,1.2
BAS00972,Mobil,Konut Kredisi,İzmir,2024-11,40,32342,1814988,518,1,0,0,0,Başvuru,,,,0.4
BAS00973,Mobil,Taşıt Kredisi,Adana,2024-05,49,38855,444491,647,1,1,0,0,Değerlendirme,Teminat Yetersiz,1.6,,1.8
BAS00974,Mobil,Taşıt Kredisi,İstanbul,2024-03,27,40335,444791,561,1,1,0,0,Değerlendirme,Yaş Sınırı,2.5,,2.6
BAS00975,Şube,Konut Kredisi,İzmir,2024-01,52,16778,1850472,631,1,1,1,1,Kullanım,,1.7,0.3,2.5
BAS00976,Çağrı Merkezi,Konut Kredisi,Ankara,2024-02,59,51280,1819156,596,1,0,0,0,Başvuru,,,,0.4
BAS00977,Şube,Taşıt Kredisi,Ankara,2024-12,42,8000,281865,477,1,1,1,1,Kullanım,,1.0,0.4,1.7
BAS00978,Mobil,Taşıt Kredisi,Antalya,2024-06,21,22863,519643,460,1,1,1,1,Kullanım,,1.1,0.7,2.1
BAS00979,İnternet,İhtiyaç Kredisi,İzmir,2024-09,30,8000,123317,402,1,1,1,1,Kullanım,,3.1,1.3,4.7
BAS00980,Çağrı Merkezi,Konut Kredisi,Gaziantep,2024-06,50,8000,1740109,681,1,1,0,0,Değerlendirme,Eksik Belge,2.5,,2.6
BAS00981,Şube,Konut Kredisi,Gaziantep,2024-11,23,21068,1676851,429,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.0,,1.1
BAS00982,İnternet,Konut Kredisi,Ankara,2024-01,46,10751,1856925,516,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,3.2,,3.5
BAS00983,Mobil,Taşıt Kredisi,İstanbul,2024-08,22,55480,364122,619,1,1,1,1,Kullanım,,1.6,1.1,3.0
BAS00984,Şube,Taşıt Kredisi,Antalya,2024-02,47,38057,427129,509,1,1,1,1,Kullanım,,0.7,0.4,1.3
BAS00985,Mobil,Taşıt Kredisi,İzmir,2024-04,43,29145,430549,704,1,1,0,0,Değerlendirme,Eksik Belge,1.7,,1.9
BAS00986,İnternet,İhtiyaç Kredisi,İstanbul,2024-07,44,35587,151587,540,1,0,0,0,Başvuru,,,,0.4
BAS00987,Çağrı Merkezi,Taşıt Kredisi,Gaziantep,2024-12,24,50760,562053,526,1,1,0,0,Değerlendirme,Yaş Sınırı,2.5,,3.0
BAS00988,Mobil,İhtiyaç Kredisi,Antalya,2024-01,20,40110,100152,534,1,1,1,1,Kullanım,,1.2,1.1,2.7
BAS00989,İnternet,Taşıt Kredisi,Konya,2024-10,60,31116,413257,609,1,0,0,0,Başvuru,,,,0.4
BAS00990,İnternet,İhtiyaç Kredisi,Bursa,2024-05,61,35264,44887,712,1,1,1,0,Onaylandı,,2.2,1.3,3.7
BAS00991,Çağrı Merkezi,İşletme Kredisi,Antalya,2024-12,25,25600,484979,531,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,2.5,,2.8
BAS00992,Mobil,İhtiyaç Kredisi,Ankara,2024-03,60,33468,126445,749,1,1,0,0,Değerlendirme,Yaş Sınırı,1.5,,1.7
BAS00993,Mobil,İhtiyaç Kredisi,Antalya,2024-07,20,41567,80595,531,1,1,1,1,Kullanım,,1.2,0.9,2.5
BAS00994,Mobil,Konut Kredisi,Gaziantep,2024-11,47,36141,1763516,586,1,1,0,0,Değerlendirme,Eksik Belge,1.7,,1.8
BAS00995,Mobil,İhtiyaç Kredisi,İzmir,2024-03,38,35829,133518,463,1,0,0,0,Başvuru,,,,0.1
BAS00996,Mobil,Taşıt Kredisi,Antalya,2024-05,33,39380,345409,586,1,0,0,0,Başvuru,,,,0.4
BAS00997,Şube,İhtiyaç Kredisi,Ankara,2024-05,51,27495,76716,713,1,1,0,0,Değerlendirme,Yaş Sınırı,1.4,,1.7
BAS00998,Şube,İhtiyaç Kredisi,Bursa,2024-05,25,17871,177039,544,1,1,1,1,Kullanım,,1.1,-0.2,1.2
BAS00999,Mobil,Konut Kredisi,Adana,2024-03,21,50796,1817439,551,1,0,0,0,Başvuru,,,,0.4
BAS01000,Çağrı Merkezi,İşletme Kredisi,Adana,2024-06,47,40055,505195,707,1,1,1,1,Kullanım,,2.1,1.3,3.8
BAS01001,Şube,Taşıt Kredisi,Gaziantep,2024-06,29,14224,476138,556,1,1,1,1,Kullanım,,1.1,0.4,1.7
BAS01002,İnternet,İhtiyaç Kredisi,Bursa,2024-05,48,41182,83348,533,1,0,0,0,Başvuru,,,,0.3
BAS01003,Şube,İhtiyaç Kredisi,Konya,2024-10,25,46475,58392,465,1,1,1,1,Kullanım,,1.0,0.8,2.2
BAS01004,Şube,İhtiyaç Kredisi,Antalya,2024-04,43,24814,10000,499,1,1,0,0,Değerlendirme,Teminat Yetersiz,2.1,,2.3
BAS01005,Şube,Konut Kredisi,İstanbul,2024-06,60,46903,1786809,731,1,1,1,1,Kullanım,,1.1,0.2,1.7
BAS01006,Mobil,İhtiyaç Kredisi,Gaziantep,2024-06,52,18106,17257,603,1,1,1,1,Kullanım,,2.1,1.1,3.4
BAS01007,İnternet,Konut Kredisi,Bursa,2024-01,21,9768,1912965,546,1,1,0,0,Değerlendirme,Eksik Belge,1.8,,2.1
BAS01008,Mobil,İhtiyaç Kredisi,Ankara,2024-06,36,38020,129797,609,1,1,1,1,Kullanım,,1.6,0.8,2.8
BAS01009,İnternet,İhtiyaç Kredisi,İzmir,2024-02,43,8000,83694,531,1,1,1,1,Kullanım,,2.5,0.6,3.3
BAS01010,Mobil,Konut Kredisi,Ankara,2024-01,54,38990,1782700,690,1,1,1,0,Onaylandı,,2.0,1.0,3.2
BAS01011,Mobil,İhtiyaç Kredisi,Ankara,2024-02,42,34690,11098,552,1,0,0,0,Başvuru,,,,0.4
BAS01012,Mobil,Taşıt Kredisi,Antalya,2024-10,25,19694,414643,377,1,1,1,1,Kullanım,,1.6,0.7,2.5
BAS01013,Mobil,Konut Kredisi,İzmir,2024-12,59,48220,1941100,762,1,0,0,0,Başvuru,,,,0.4
BAS01014,Mobil,İşletme Kredisi,Antalya,2024-12,36,14615,546917,607,1,1,1,1,Kullanım,,2.3,0.7,3.4
BAS01015,Şube,İhtiyaç Kredisi,Antalya,2024-02,32,50828,125997,566,1,1,0,0,Değerlendirme,Eksik Belge,1.6,,2.1
BAS01016,Mobil,İhtiyaç Kredisi,Antalya,2024-11,22,22150,132488,300,1,1,0,0,Değerlendirme,Teminat Yetersiz,1.5,,2.0
BAS01017,İnternet,İşletme Kredisi,İstanbul,2024-02,51,48735,416117,688,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.8,,2.1
BAS01018,Mobil,Taşıt Kredisi,Adana,2024-08,53,36688,373516,627,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,2.5,,2.7
BAS01019,Şube,Konut Kredisi,Adana,2024-02,26,34364,1600895,435,1,1,1,1,Kullanım,,1.5,0.9,2.8
BAS01020,Çağrı Merkezi,Konut Kredisi,Gaziantep,2024-06,31,47700,1831391,683,1,0,0,0,Başvuru,,,,0.1
BAS01021,Şube,Taşıt Kredisi,Ankara,2024-10,56,40042,398504,664,1,1,1,1,Kullanım,,1.6,0.9,2.8
BAS01022,Mobil,Konut Kredisi,Adana,2024-06,47,29368,1733977,584,1,0,0,0,Başvuru,,,,0.3
BAS01023,Mobil,Konut Kredisi,Adana,2024-03,48,42395,1833598,750,1,1,1,1,Kullanım,,1.6,0.7,2.5
BAS01024,Şube,İşletme Kredisi,Antalya,2024-12,25,22627,404565,423,1,1,0,0,Değerlendirme,Yaş Sınırı,0.9,,1.1
BAS01025,Çağrı Merkezi,İhtiyaç Kredisi,İstanbul,2024-03,43,50906,24942,686,1,0,0,0,Başvuru,,,,0.2
BAS01026,Mobil,Taşıt Kredisi,Gaziantep,2024-08,60,35808,350683,599,1,1,1,1,Kullanım,,2.8,0.5,3.6
BAS01027,Şube,İhtiyaç Kredisi,Bursa,2024-12,36,50591,10000,613,1,1,1,1,Kullanım,,1.8,0.6,2.6
BAS01028,Mobil,Konut Kredisi,İstanbul,2024-07,57,26585,1836062,623,1,0,0,0,Başvuru,,,,0.3
BAS01029,Çağrı Merkezi,Konut Kredisi,Antalya,2024-02,35,28531,1791220,440,1,1,1,1,Kullanım,,2.5,1.2,4.0
BAS01030,Mobil,İşletme Kredisi,İstanbul,2024-03,46,29531,450668,565,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,2.3,,2.7
BAS01031,Mobil,İhtiyaç Kredisi,İstanbul,2024-12,60,8000,75573,643,1,0,0,0,Başvuru,,,,0.2
BAS01032,İnternet,Taşıt Kredisi,İzmir,2024-09,33,19954,420879,596,1,1,0,0,Değerlendirme,Teminat Yetersiz,2.6,,2.9
BAS01033,Şube,Taşıt Kredisi,Gaziantep,2024-05,25,29900,467077,305,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.3,,1.8
BAS01034,Şube,İşletme Kredisi,Adana,2024-09,37,10545,571855,442,1,1,1,1,Kullanım,,0.7,0.6,1.8
BAS01035,Çağrı Merkezi,Konut Kredisi,Antalya,2024-06,51,56763,1779870,419,1,1,1,1,Kullanım,,2.3,1.2,3.8
BAS01036,Mobil,Konut Kredisi,İstanbul,2024-01,20,31308,1788484,469,1,0,0,0,Başvuru,,,,0.5
BAS01037,Mobil,Konut Kredisi,İstanbul,2024-04,53,44710,1803153,680,1,0,0,0,Başvuru,,,,0.1
BAS01038,Çağrı Merkezi,İşletme Kredisi,Gaziantep,2024-09,58,8000,560230,525,1,1,1,1,Kullanım,,3.0,0.5,3.8
BAS01039,Şube,İhtiyaç Kredisi,Gaziantep,2024-06,46,39750,206780,714,1,0,0,0,Başvuru,,,,0.4
BAS01040,Şube,Konut Kredisi,İzmir,2024-11,24,24830,1752061,557,1,0,0,0,Başvuru,,,,0.2
BAS01041,Mobil,Konut Kredisi,Ankara,2024-03,37,53347,1914506,541,1,1,1,1,Kullanım,,2.1,1.2,3.5
BAS01042,Mobil,Konut Kredisi,İzmir,2024-06,59,26581,1843093,695,1,1,1,1,Kullanım,,1.8,1.1,3.3
BAS01043,Mobil,İhtiyaç Kredisi,Gaziantep,2024-01,29,44390,150146,489,1,0,0,0,Başvuru,,,,0.3
BAS01044,Şube,Taşıt Kredisi,Konya,2024-12,30,8000,422944,343,1,1,1,1,Kullanım,,1.1,0.5,2.1
BAS01045,Mobil,Konut Kredisi,Ankara,2024-06,45,23615,1789825,503,1,0,0,0,Başvuru,,,,0.3
BAS01046,Şube,İhtiyaç Kredisi,İstanbul,2024-08,33,47395,144401,669,1,1,1,1,Kullanım,,0.9,0.6,1.8
BAS01047,Şube,İhtiyaç Kredisi,Adana,2024-09,23,46530,119851,359,1,1,1,1,Kullanım,,1.3,0.6,2.1
